"Story","Title","Result","Date","Stability","Duration (s)"
"Generate Token","Generate token with registered username and password","SUCCESS","2022-10-23T14:23:36.6652322+07:00[Asia/Jakarta]","0.0","6.28"
"Generate Token","Generate token with unregistered username and password","SUCCESS","2022-10-23T14:23:42.9553644+07:00[Asia/Jakarta]","0.0","1.06"
